City,temp,Lat,Long,humidity,Cloud Cover,Wind Speed
Ambatondrazaka,18.86,-17.82,48.43,96,100,1.49
Mount Gambier,15.0,-37.83,140.78,82,21,4.6
Tateyama,3.23,36.66,137.31,74,75,1.0
Yuanping,-5.75,38.72,112.71,67,100,0.82
Jackson,-3.76,43.48,-110.76,73,90,9.8
Fayetteville,12.25,36.06,-94.16,37,1,4.6
Macamic,-6.0,48.75,-79.0,79,90,4.6
New Iberia,19.58,30.0,-91.82,52,40,3.6
Saint-Pierre,4.73,48.95,4.24,100,90,6.2
Dolgoye,-6.68,52.06,37.53,94,0,0.85
Saint-Alexandre,5.15,44.23,4.62,93,27,1.5
Srivardhan,22.72,18.03,73.02,68,2,1.46
Magaria,17.94,13.0,8.91,20,70,5.03
Houma,0.52,35.63,111.36,98,100,1.71
Ponerihouen,25.15,-21.08,165.4,76,26,7.08
Kununurra,27.0,-15.77,128.74,88,40,0.5
Rio Cuarto,23.0,-33.13,-64.35,40,0,1.5
Christchurch,15.48,-43.53,172.64,51,54,11.8
Goderich,1.48,43.74,-81.71,54,40,0.45
Porosozero,-0.44,62.72,32.71,95,100,3.26
